ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2796694-20210811,2796694,476132,1,BROKENSPANISH LLC,BOCADILLO MARKET,2342 N CLARK ST,CHICAGO,IL,60614,43,44,43-44,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2796694,ISSUE,06/18/2021,06/18/2021,06/23/2021,N,08/11/2021,08/15/2023,08/11/2021,08/11/2021,AAI,,23,41.92482782,-87.640164961,POINT (-87.64016496112795 41.924827819740216)
2391287-20210816,2795031,397371,1,JUGSHILP INC.,7-ELEVEN #33734 B,1508 N DAMEN AVE,CHICAGO,IL,60622,1,8,1-8,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2391287,RENEW,,06/15/2021,07/28/2021,N,08/16/2021,08/15/2023,07/28/2021,07/29/2021,AAC,08/18/2022,33,41.908544431,-87.677556941,POINT (-87.67755694145295 41.908544430908385)
493-20210816,2792205,90,1,"LA UNICA FOOD MART, INC.","LA UNICA FOOD MART, INC.",1515 W DEVON AVE 1,CHICAGO,IL,60660,48,20,48-20,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,493,RENEW,,06/15/2021,08/16/2021,N,08/16/2021,08/15/2023,08/16/2021,08/16/2021,AAI,,,41.99799346,-87.668427886,POINT (-87.66842788571333 41.99799345967903)
9413-20210816,2792305,4333,1,"CORCORAN'S PANTRY, INC.",EDGEWATER WINE & SPIRITS,1105 W BRYN MAWR AVE  1,CHICAGO,IL,60660,48,3,48-3,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,9413,RENEW,,06/15/2021,08/03/2021,N,08/16/2021,08/15/2023,08/03/2021,08/04/2021,AAI,,26,41.983544785,-87.658267673,POINT (-87.65826767250596 41.98354478518444)
1798713-20210816,2793978,313206,1,A AND P FOOD AND LIQUOR INC.,A AND P FOOD AND LIQUOR,1968 W PETERSON AVE 1,CHICAGO,IL,60660,40,9,40-9,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1798713,RENEW,,06/15/2021,07/15/2021,N,08/16/2021,08/15/2023,07/15/2021,07/16/2021,AAI,,,41.990786212,-87.679760368,POINT (-87.67976036770456 41.99078621175966)
2178044-20210816,2794778,374479,1,"ADDISON FOOD & LIQUOR, INC",MAX' FOOD & LIQUOR 1,3550 N AUSTIN AVE 1 UNIT C,CHICAGO,IL,60634,30,27,30-27,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2178044,RENEW,,06/15/2021,08/10/2021,N,08/16/2021,08/15/2023,08/10/2021,08/11/2021,AAI,,,41.945486951,-87.776637325,POINT (-87.7766373253142 41.94548695122975)
18191-20210816,2792358,7478,1,5827 INC,QUICK PICK FOOD MART,3580 N MILWAUKEE AVE  MAIN,CHICAGO,IL,60641,30,13,30-13,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,18191,RENEW,,06/15/2021,08/10/2021,N,08/16/2021,08/15/2023,08/10/2021,08/11/2021,AAI,,,41.945774313,-87.735045831,POINT (-87.7350458310554 41.94577431255555)
2543390-20210816,2795519,418919,1,SHREE HARI MANAGEMENT INC.,FOREMOST LIQUORS,3014 N ASHLAND AVE 1,CHICAGO,IL,60657,32,40,32-40,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2543390,RENEW,,06/15/2021,09/24/2021,N,08/16/2021,08/15/2023,09/24/2021,09/27/2021,AAI,,27,41.936531736,-87.668695648,POINT (-87.66869564794223 41.936531736161136)
40430-20210816,2792462,15748,1,"SUPER FOOD & LIQUORS, INC.","SUPER FOOD & LIQUORS, INC.",1049 W BRYN MAWR AVE,CHICAGO,IL,60660,48,3,48-3,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,40430,RENEW,,06/15/2021,08/04/2021,N,08/16/2021,08/15/2023,08/04/2021,08/05/2021,AAI,,26,41.983563915,-87.657146291,POINT (-87.65714629097484 41.98356391497466)
1696255-20210816,2793901,303392,1,"MCM PUB & LIQUOR, INC.",MCM PUB AND LIQUORS,3906-3910 N CICERO AVE 1,CHICAGO,IL,60641,45,8,45-8,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1696255,RENEW,,06/15/2021,08/10/2021,N,08/16/2021,08/15/2023,08/10/2021,08/11/2021,AAI,,28,41.951788071,-87.747419808,POINT (-87.74741980822624 41.951788071374104)
2428866-20210816,2795095,399461,1,"ROGERS PARK PROVISIONS, LLC",ROGERS PARK PROVISIONS,6928 N GLENWOOD AVE,CHICAGO,IL,60626,49,23,49-23,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,2428866,RENEW,,06/15/2021,07/21/2021,N,08/16/2021,08/15/2023,07/21/2021,07/22/2021,AAI,,24,42.007597671,-87.66631486,POINT (-87.66631485954885 42.00759767145057)
2658160-20210816,2796016,457460,1,KRINA MART LLC,MELISSA'S FOOD & LIQUOR,3867 W GRAND AVE 1,CHICAGO,IL,60651,36,45,36-45,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2658160,RENEW,,06/15/2021,06/23/2021,N,08/16/2021,08/15/2023,06/23/2021,06/23/2021,AAI,,,41.905059455,-87.723951385,POINT (-87.72395138453922 41.90505945464545)
2134069-20210816,2794680,368701,1,24/7 EXPRESS MART INC.,24/7 EXPRESS MART,5101 S ASHLAND AVE 1ST FLOOR,CHICAGO,IL,60609,16,12,16-12,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2134069,RENEW,,06/15/2021,07/26/2021,N,08/16/2021,08/15/2023,07/26/2021,07/27/2021,AAI,,,41.801229014,-87.664627608,POINT (-87.66462760750323 41.80122901393558)
2523571-20210816,2795385,415753,1,MARKET SELECT LLC,MARKET SELECT,"912 N ASHLAND AVE 1, BSMT STORAGE ONLY",CHICAGO,IL,60622,1,36,1-36,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2523571,RENEW,,06/15/2021,07/12/2021,N,08/16/2021,08/15/2023,07/12/2021,07/13/2021,AAI,,29,41.898289314,-87.667500006,POINT (-87.66750000594696 41.898289314303305)
11588-20210816,2792836,26794,1,TERESA WOJCIK,LARAMIE BAKERY & DELI,3012-3014 N LARAMIE AVE 1ST,CHICAGO,IL,60641,31,45,31-45,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,11588,RENEW,,06/15/2021,07/23/2021,N,08/16/2021,08/15/2023,07/23/2021,07/26/2021,AAI,,,41.935446571,-87.756718714,POINT (-87.75671871371809 41.93544657128771)
418-20210816,2792806,24036,1,VILLA PARK LIQUORS INC,HANGOVERS,3528-3532 N PULASKI RD 1ST,CHICAGO,IL,60641,30,38,30-38,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,418,RENEW,,06/15/2021,08/02/2021,N,08/16/2021,08/15/2023,08/02/2021,08/03/2021,AAI,,,41.945331144,-87.72751675,POINT (-87.72751675037124 41.94533114437685)
2099110-20210816,2794425,362702,1,BLUECHIP CHICAGO INC.,7-ELEVEN #33723B,550 W WASHINGTON BLVD 1ST,CHICAGO,IL,60661,34,21,34-21,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2099110,RENEW,,06/15/2021,07/28/2021,N,08/16/2021,08/15/2023,07/28/2021,07/28/2021,AAC,08/11/2022,,41.883285618,-87.641746761,POINT (-87.64174676077212 41.88328561813559)
45545-20210816,2792460,15589,1,"BUENOS AIRES, INC.",BUENOS AIRES DELI,3100 N CICERO AVE,CHICAGO,IL,60641,31,38,31-38,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,45545,RENEW,,06/15/2021,06/16/2021,N,08/16/2021,08/15/2023,06/16/2021,06/17/2021,AAI,,,41.937044848,-87.746964125,POINT (-87.74696412539859 41.93704484795919)
2412412-20210816,2794427,362702,2,BLUECHIP CHICAGO INC.,7-ELEVEN #33856 B,2004 N HALSTED ST,CHICAGO,IL,60614,43,11,43-11,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2412412,RENEW,,06/15/2021,07/28/2021,N,08/16/2021,08/15/2023,07/28/2021,07/28/2021,AAI,,,41.918379546,-87.648664349,POINT (-87.64866434854011 41.918379546097775)
1573005-20210816,2793781,286033,1,Shero Family Corporation,VALU MOST LIQUORS,3263 N PULASKI RD,CHICAGO,IL,60641,30,26,30-26,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1573005,RENEW,,06/15/2021,08/07/2021,N,08/16/2021,08/15/2023,08/07/2021,08/25/2021,AAI,,,41.940839788,-87.727087488,POINT (-87.7270874876219 41.94083978828161)
2652768-20210816,2795951,431746,1,"PILOT PROJECT BREWING, LLC",PILOT PROJECT,2140 N MILWAUKEE AVE,CHICAGO,IL,60647,1,13,1-13,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2652768,RENEW,,06/15/2021,07/12/2021,N,08/16/2021,08/15/2023,07/12/2021,10/18/2021,AAI,,,41.919993348,-87.692826694,POINT (-87.69282669391245 41.919993348176156)
28682-20210816,2793157,63681,1,PINARKYIL CORP,KWIK MART,5500 W MONTROSE AVE 1ST,CHICAGO,IL,60641,45,31,45-31,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,28682,RENEW,,06/15/2021,07/08/2021,N,08/16/2021,08/15/2023,07/08/2021,07/09/2021,AAI,,,41.960619553,-87.764903935,POINT (-87.764903934707 41.96061955272249)
2523178-20210816,2795381,415561,1,SHANG'S LLC,7-ELEVEN #13314 F,10301 S SAWYER AVE 1,CHICAGO,IL,60655,19,6,19-6,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2523178,RENEW,,06/15/2021,06/21/2021,N,08/16/2021,08/15/2023,06/21/2021,06/22/2021,AAI,,,41.706083105,-87.702402127,POINT (-87.7024021269117 41.70608310533844)
2279142-20210816,2794800,378949,1,773 LLC,CH DISTILLERY,564 W RANDOLPH ST 1ST&BSMT,CHICAGO,IL,60661,34,41,34-41,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2279142,RENEW,,06/15/2021,01/31/2022,N,08/16/2021,08/15/2023,01/31/2022,02/01/2022,AAI,,,41.884543398,-87.642331387,POINT (-87.64233138672651 41.884543397737836)
28861-20210816,2792220,216,1,BEL-PARK LIQUORS INC.,FOREMOST LIQUORS CICERO,3210-3212 N CICERO AVE 1ST,CHICAGO,IL,60641,31,14,31-14,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,28861,RENEW,,06/15/2021,08/23/2021,N,08/16/2021,08/15/2023,08/23/2021,08/24/2021,AAI,,,41.93916408,-87.747022901,POINT (-87.7470229013708 41.93916407999344)
1877-20210816,2792228,371,1,"JIMENEZ FRESH MARKET, INC.",JIMENEZ FRESH MARKET,5330 W BELMONT AVE,CHICAGO,IL,60641,30,6,30-6,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1877,RENEW,,06/15/2021,07/10/2021,N,08/16/2021,08/15/2023,07/10/2021,07/12/2021,AAI,,,41.938761966,-87.760407071,POINT (-87.76040707140056 41.93876196579179)
13194-20210816,2792316,6223,2,KHOSHABA INC,7-ELEVEN #29168,3559 N PULASKI RD,CHICAGO,IL,60641,30,3,30-3,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,13194,RENEW,,06/15/2021,07/19/2021,N,08/16/2021,08/15/2023,07/19/2021,07/21/2021,AAI,,,41.946337789,-87.727252895,POINT (-87.72725289524874 41.94633778860059)
2621536-20210816,2794834,380226,2,"ALBAKRI, INC.",RICHMOND FOOD & LIQUORS,2935-2937 W 59TH ST 1,CHICAGO,IL,60629,15,32,15-32,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2621536,RENEW,,06/15/2021,07/26/2021,N,08/16/2021,08/15/2023,07/26/2021,07/27/2021,AAI,,59,41.786235269,-87.697396207,POINT (-87.69739620724201 41.786235269382544)
65571-20210816,2792661,20353,1,"TMTK, INCORPORATED",CASTLE FOOD & LIQUOR,1128 W THORNDALE AVE 1ST,CHICAGO,IL,60660,48,31,48-31,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,65571,RENEW,,06/15/2021,06/22/2021,N,08/16/2021,08/15/2023,06/22/2021,06/23/2021,AAI,,26,41.990144522,-87.659444721,POINT (-87.65944472060924 41.99014452248474)
2642322-20210816,2795970,455754,1,"KVHA, INC.",FARMERS PRIDE PRODUCE,756 N WESTERN AVE 1,CHICAGO,IL,60612,36,17,36-17,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2642322,RENEW,,06/15/2021,11/18/2021,N,08/16/2021,08/15/2023,11/18/2021,11/19/2021,AAI,,,41.895632052,-87.686986868,POINT (-87.68698686760614 41.89563205215754)
1682481-20210816,2793884,300574,1,"BP FOOD & LIQUOR, INC.",BEL PARK FOOD & LIQUOR,4752 W BELMONT AVE,CHICAGO,IL,60641,30,39,30-39,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1682481,RENEW,,06/15/2021,07/13/2021,N,08/16/2021,08/15/2023,07/13/2021,07/14/2021,AAI,,,41.938947831,-87.746004781,POINT (-87.7460047806082 41.93894783061534)
26823-20210816,2792417,11140,1,BRISTOL LIQUORS INC,BRISTOL LIQUORS INC,5201-5207 W BELMONT AVE 1ST,CHICAGO,IL,60641,30,9,30-9,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,26823,RENEW,,06/15/2021,07/13/2021,N,08/16/2021,08/15/2023,07/13/2021,07/14/2021,AAI,,,41.938589186,-87.756810045,POINT (-87.75681004516909 41.93858918622007)
1986218-20210816,2794244,346060,1,"SHEEMA ENTERPRISES, INC.",7-ELEVEN #33526,3541 N CICERO AVE 1ST,CHICAGO,IL,60641,30,39,30-39,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1986218,RENEW,,06/15/2021,06/17/2021,N,08/16/2021,08/15/2023,06/17/2021,06/18/2021,AAI,,,41.945905064,-87.746907516,POINT (-87.74690751577255 41.94590506437645)
1301333-20210816,2793451,254707,1,"J & H FOOD & LIQUOR, INC.",J & H FOOD & LIQUOR,5652 N CLARK ST 1,CHICAGO,IL,60660,40,22,40-22,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,1301333,RENEW,,06/15/2021,08/11/2021,N,08/16/2021,08/15/2023,08/11/2021,08/12/2021,AAI,,22,41.984975555,-87.669227492,POINT (-87.66922749215854 41.9849755548221)
39786-20210916,2798119,15858,1,"J & W FOOD & LIQUORS, L.L.C.",J & W FOOD & LIQUORS,21 W 119TH ST 1,CHICAGO,IL,60628,9,11,9-11,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,39786,RENEW,,07/15/2021,08/31/2021,N,09/16/2021,09/15/2023,08/31/2021,09/01/2021,AAI,,,41.677904249,-87.623640295,POINT (-87.62364029502095 41.67790424878616)
2621797-20211116,2811955,430596,1,"8900 FOOD & LIQUOR, INC.",COMMERCIAL STOP & SHOP,8900 S COMMERCIAL AVE 1,CHICAGO,IL,60617,10,34,10-34,4,1474,Package Goods,774,Retail Sales of Packaged Liquor,2621797,RENEW,,09/15/2021,09/29/2021,N,11/16/2021,09/15/2023,09/29/2021,09/30/2021,AAI,,5,41.733636989,-87.551490296,POINT (-87.55149029611536 41.733636989361216)
1932085-20210916,2799954,319596,1,"ERETAIL, INC.",7-ELEVEN,5320 N CUMBERLAND AVE,CHICAGO,IL,60656,41,48,41-48,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1932085,RENEW,,07/15/2021,09/05/2021,N,09/16/2021,09/15/2023,09/05/2021,09/07/2021,AAI,,,41.976265451,-87.836765991,POINT (-87.83676599105188 41.97626545131273)
2397617-20210916,2801186,397982,1,KOMAL WINE AND LIQUOR INC.,KOMAL FOOD AND LIQUOR,4628 N CUMBERLAND AVE 1,CHICAGO,IL,60656,38,5,38-5,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2397617,RENEW,,07/15/2021,09/07/2021,N,09/16/2021,09/15/2023,09/07/2021,09/08/2021,AAI,,,41.963890531,-87.836838471,POINT (-87.83683847050548 41.96389053134971)
2372999-20210916,2801110,395275,1,"CHALLENGE DISCOUNT, INC.",PLATINUM STAR,3821-3823 W ROOSEVELT RD 1,CHICAGO,IL,60624,24,28,24-28,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,2372999,RENEW,,07/15/2021,07/27/2021,N,09/16/2021,09/15/2023,07/27/2021,07/28/2021,AAI,,,41.866119494,-87.720927574,POINT (-87.72092757399619 41.86611949397407)
2791649-20210819,2791649,412672,1,ASAL INC.,CHICAGO DIPLOMAT CAFE,3134 N LINCOLN AVE 1,CHICAGO,IL,60657,32,10,32-10,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2791649,ISSUE,06/01/2021,06/01/2021,06/02/2021,N,08/19/2021,09/15/2023,08/19/2021,08/19/2021,AAI,,27,41.938604726,-87.667388843,POINT (-87.66738884321998 41.93860472553245)
45743-20210916,2797961,6104,1,"QUICK STOP FOOD & LIQUOR MART, INC.","QUICK STOP FOOD & LIQUOR MART, INC.",407-409 E 111TH ST 1,CHICAGO,IL,60628,9,38,9-38,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,45743,RENEW,,07/15/2021,08/13/2021,N,09/16/2021,09/15/2023,08/13/2021,01/04/2022,AAI,,,41.692630683,-87.613060737,POINT (-87.61306073659428 41.69263068307841)
2391459-20210916,2800495,360006,14,"ROUNDY'S ILLINOIS, LLC",MARIANO'S #8534,1500 N CLYBOURN AVE 1ST & 2ND C-104,CHICAGO,IL,60610,27,37,27-37,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2391459,RENEW,,07/15/2021,07/29/2021,N,09/16/2021,09/15/2023,07/29/2021,10/08/2021,AAI,,,41.908560135,-87.646452686,POINT (-87.64645268572522 41.90856013536843)
1333597-20210916,2799251,258819,1,"JOHNNY FOOD & LIQUOR II, INC.",EDEN LIQUOR & FOOD II,5359 N LINCOLN AVE,CHICAGO,IL,60625,40,44,40-44,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,1333597,RENEW,,07/15/2021,09/07/2021,N,09/16/2021,09/15/2023,09/07/2021,09/08/2021,AAI,,,41.97946989,-87.692544244,POINT (-87.69254424359619 41.979469890351034)
2392099-20210916,2801182,397722,1,SHIVAN LIMITED LIABILITY COMPANY,7-ELEVEN #36061 A,4401 N PULASKI RD 1,CHICAGO,IL,60630,33,31,33-31,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2392099,RENEW,,07/15/2021,08/16/2021,N,09/16/2021,09/15/2023,08/16/2021,08/17/2021,AAI,,,41.96102838,-87.72768339,POINT (-87.72768339047022 41.961028380380604)
66849-20210916,2798485,43797,1,"HAR-HIG LIQUORS, INC.","Har-Hig Liquors, Inc.",7154 W HIGGINS AVE,CHICAGO,IL,60656,41,3,41-3,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,66849,RENEW,,07/15/2021,08/26/2021,N,09/16/2021,09/15/2023,08/26/2021,08/27/2021,AAI,,,41.981172834,-87.80670113,POINT (-87.8067011301986 41.98117283405774)
2796835-20211004,2796835,273581,1,BRISA FOODS INC.,BRISA FOODS INC.,2156 N KIMBALL AVE,CHICAGO,IL,60647,35,42,35-42,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2796835,ISSUE,06/23/2021,06/23/2021,07/07/2021,N,10/04/2021,09/15/2023,10/04/2021,10/04/2021,AAI,,,41.920895279,-87.712134102,POINT (-87.71213410245794 41.92089527941537)
2786475-20210907,2786475,385639,1,PLEIN AIR CAFE LLC,PLEIN AIR,5751 S WOODLAWN AVE,CHICAGO,IL,60637,5,27,5-27,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,2786475,ISSUE,05/09/2021,05/09/2021,05/10/2021,N,09/07/2021,09/15/2023,09/07/2021,09/07/2021,AAI,,,41.789943062,-87.596275784,POINT (-87.5962757837235 41.78994306218586)
2379584-20210916,2801118,396182,1,CP CHICAGO O'HARE LLC,CHICAGO MARRIOTT O'HARE HOTEL,8535 W HIGGINS RD,CHICAGO,IL,60631,41,28,41-28,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2379584,RENEW,,07/15/2021,08/26/2021,N,09/16/2021,09/15/2023,08/26/2021,08/27/2021,AAI,,,41.986788586,-87.840124173,POINT (-87.84012417346162 41.9867885856625)
1332874-20210916,2797917,3868,2,"A & A FRUIT MARKET, INC.",ANDYS FRUIT RANCH,4733 N KEDZIE AVE,CHICAGO,IL,60625,33,26,33-26,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1332874,RENEW,,07/15/2021,07/25/2021,N,09/16/2021,09/15/2023,07/25/2021,07/26/2021,AAC,07/17/2023,60,41.96762916,-87.708303687,POINT (-87.70830368730081 41.967629159688954)
2099362-20210916,2800541,362825,1,"CALDWELL FOOD & LIQUOR INC.,",CALDWELL LIQUOR,4132-4138 W PETERSON AVE 1ST,CHICAGO,IL,60646,39,26,39-26,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2099362,RENEW,,07/15/2021,08/16/2021,N,09/16/2021,09/15/2023,08/16/2021,08/17/2021,AAI,,,41.990194593,-87.73257419,POINT (-87.73257419031646 41.990194593434424)
2098836-20210916,2797987,9531,3,"SUNG KYU, INC.",Q-STOP,"3521-3523 W LAWRENCE AVE  A, B & C",CHICAGO,IL,60625,33,27,33-27,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2098836,RENEW,,07/15/2021,09/07/2021,N,09/16/2021,09/15/2023,09/07/2021,09/08/2021,AAI,,,41.968256594,-87.716785572,POINT (-87.71678557191609 41.96825659387734)
2659012-20210916,2802014,457913,1,"SANGAMON FOOD & LIQUOR, INC.",FIVE STAR CERTIFIED,935 W 87TH ST 1,CHICAGO,IL,60620,21,6,21-6,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2659012,RENEW,,07/15/2021,08/31/2021,N,09/16/2021,09/15/2023,08/31/2021,09/01/2021,AAI,,,41.735908406,-87.64742288,POINT (-87.64742288026997 41.73590840570721)
2074201-20210916,2800442,358994,1,"HENSARMUZ, INC.",CONVENIENT FOOD MART,2850 N SHERIDAN RD 1ST,CHICAGO,IL,60657,44,8,44-8,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2074201,RENEW,,07/15/2021,09/01/2021,N,09/16/2021,09/15/2023,09/01/2021,09/02/2021,AAI,,8,41.934270519,-87.639488427,POINT (-87.63948842747087 41.93427051907201)
824-20210916,2797867,154,1,"LUCIANO AND HECTOR FOOD AND LIQUOR, INC.",JOE'S FOOD & LIQUOR,3622-3626 W LAWRENCE AVE 1ST,CHICAGO,IL,60625,33,29,33-29,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,824,RENEW,,07/15/2021,09/10/2021,N,09/16/2021,09/15/2023,09/10/2021,09/10/2021,AAI,,,41.968446798,-87.719247527,POINT (-87.71924752716912 41.96844679811866)
26991-20210916,2798013,11217,1,J & A LIQUOR INC.,J & A LIQUORS INC,3213 W LAWRENCE AVE,CHICAGO,IL,60625,33,26,33-26,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,26991,RENEW,,07/15/2021,09/14/2021,N,09/16/2021,09/15/2023,09/14/2021,09/14/2021,AAI,,60,41.968334241,-87.709039121,POINT (-87.7090391214341 41.96833424139983)
2470445-20210916,2800521,360006,18,"ROUNDY'S ILLINOIS, LLC",MARIANO'S #8539,3857 S DR MARTIN LUTHER KING JR DR 1,CHICAGO,IL,60653,4,20,4-20,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,2470445,RENEW,,07/15/2021,07/29/2021,N,09/16/2021,09/15/2023,07/29/2021,10/08/2021,AAI,,,41.823983252,-87.616853891,POINT (-87.61685389078539 41.82398325151479)
2269475-20210916,2800830,382193,1,ERASIKI LLC,FOOD AND LIQUOR EXPRESS,2752 W LAWRENCE AVE 1,CHICAGO,IL,60625,40,6,40-6,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2269475,RENEW,,07/15/2021,07/15/2021,N,09/16/2021,09/15/2023,07/15/2021,07/16/2021,AAI,,21,41.968644613,-87.698285685,POINT (-87.69828568537154 41.968644613011605)
27096-20210916,2798015,11239,1,"S & B FOOD & LIQUOR, INC.",S & B FOOD & LIQUORS,11900 S MICHIGAN AVE 1,CHICAGO,IL,60628,9,7,9-7,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,27096,RENEW,,07/15/2021,09/16/2021,N,09/16/2021,09/15/2023,09/16/2021,11/08/2021,AAI,,,41.678010697,-87.620654587,POINT (-87.62065458721393 41.678010697061076)
2748903-20210818,2748903,469380,1,"WEST GRAND LICENSE HOLDER, LLC",Wishful Grocers,3220 W GRAND AVE 1,CHICAGO,IL,60651,36,10,36-10,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,2748903,ISSUE,08/17/2020,05/17/2021,12/01/2020,Y,08/18/2021,09/15/2023,08/18/2021,08/18/2021,AAI,,,41.898826337,-87.707634033,POINT (-87.7076340331415 41.89882633670736)
2108989-20210916,2800558,364955,1,"EVOLUTION CHICAGO, LLC",GARFIELDS BEVERAGE EXPRESS,1704 N MILWAUKEE AVE 1ST A,CHICAGO,IL,60647,32,2,32-2,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2108989,RENEW,,07/15/2021,07/17/2021,N,09/16/2021,09/15/2023,07/17/2021,07/19/2021,AAI,,33,41.912273216,-87.680624011,POINT (-87.68062401058232 41.91227321635567)
2256687-20210916,2800815,381072,1,"RAY'S ENTERPRISE, INC.",MILWAUKEE'S FOOD & LIQUOR,4701 N MILWAUKEE AVE,CHICAGO,IL,60630,45,18,45-18,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2256687,RENEW,,07/15/2021,07/18/2021,N,09/16/2021,09/15/2023,07/18/2021,07/19/2021,AAI,,,41.965726066,-87.75871733,POINT (-87.75871733013557 41.965726066319874)
1225-20210916,2797872,236,1,JAMES E HARRINGTON,EDDIE'S FOOD & LIQUOR,9807 S COTTAGE GROVE AVE,CHICAGO,IL,60628,8,47,8-47,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,1225,RENEW,,07/15/2021,08/05/2021,N,09/16/2021,09/15/2023,08/05/2021,08/06/2021,AAI,,,41.716330447,-87.604350268,POINT (-87.6043502679803 41.71633044673004)
2797490-20210830,2797490,427167,2,ME WENTWORTH LLC,ME WENTWORTH LLC,2325-2359 S WENTWORTH AVE 1-4,CHICAGO,IL,60616,11,6,11-6,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2797490,ISSUE,07/07/2021,07/07/2021,07/07/2021,N,08/30/2021,09/15/2023,08/30/2021,08/30/2021,AAI,,,41.850232454,-87.631810876,POINT (-87.63181087624936 41.85023245440112)
2694041-20211216,2816759,459298,2,"FRESH STOP, INC.",FRESH STOP,930 W BELMONT AVE 1,CHICAGO,IL,60657,44,20,44-20,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2694041,RENEW,,10/15/2021,11/16/2021,N,12/16/2021,09/15/2023,11/16/2021,11/17/2021,AAI,,17,41.940039897,-87.652755879,POINT (-87.65275587880035 41.94003989685005)
